corpus_id,canonical_entity,alias,entity_type,source_file,unit_no,locator_type,match_start,match_end,context,unit_sha1
GCI-HOLD-0003,蚩尤,蚩尤,POLITICAL_LABEL/HOLDER?,01史记.txt,3943,line,395,397,而不能赏：天下畔之，贤才怨之，而莫为之用。故天下之士归於汉王，可坐而策也。夫汉王发蜀汉，定三秦；涉西河之外，援上党之兵；下井陉，诛成安君；破北魏，举三十二城：此蚩尤之兵也，非人之力也，天之福也。今已据敖仓之粟，塞成皋之险，守白马之津，杜大行之阪，距蜚狐之口，天下后服者先亡矣。王疾先下汉王，齐国社稷可得而保也；不下汉王，危亡,679b9ba976d03e2d3713f7646a6b7e8d25f2069c
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4093,line,47,48,其后有诏募择卫将军舍人以为郎，将军取舍人中富给者，令具鞍马绛衣玉具剑，欲入奏之。会贤大夫少府赵禹来过卫将军，将军呼所举舍人以示赵禹。赵禹以次问之，十馀人无一人习事有智略者。赵禹曰：“吾闻之，将门之下必有将类。传曰‘不知其君视其所使，不知其子视其所友’。今有,dff7433990a37fb53550738b2e52fc8838ba3215
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4093,line,64,65,其后有诏募择卫将军舍人以为郎，将军取舍人中富给者，令具鞍马绛衣玉具剑，欲入奏之。会贤大夫少府赵禹来过卫将军，将军呼所举舍人以示赵禹。赵禹以次问之，十馀人无一人习事有智略者。赵禹曰：“吾闻之，将门之下必有将类。传曰‘不知其君视其所使，不知其子视其所友’。今有诏举将军舍人者，欲以观将军而能得贤,dff7433990a37fb53550738b2e52fc8838ba3215
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4093,line,67,68,其后有诏募择卫将军舍人以为郎，将军取舍人中富给者，令具鞍马绛衣玉具剑，欲入奏之。会贤大夫少府赵禹来过卫将军，将军呼所举舍人以示赵禹。赵禹以次问之，十馀人无一人习事有智略者。赵禹曰：“吾闻之，将门之下必有将类。传曰‘不知其君视其所使，不知其子视其所友’。今有诏举将军舍人者，欲以观将军而能得贤者文武,dff7433990a37fb53550738b2e52fc8838ba3215
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4093,line,87,88,将军舍人以为郎，将军取舍人中富给者，令具鞍马绛衣玉具剑，欲入奏之。会贤大夫少府赵禹来过卫将军，将军呼所举舍人以示赵禹。赵禹以次问之，十馀人无一人习事有智略者。赵禹曰：“吾闻之，将门之下必有将类。传曰‘不知其君视其所使，不知其子视其所友’。今有诏举将军舍人者，欲以观将军而能得贤者文武之士也。今徒取富人子上之，又无智略，如木,dff7433990a37fb53550738b2e52fc8838ba3215
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4093,line,185,186,曰‘不知其君视其所使，不知其子视其所友’。今有诏举将军舍人者，欲以观将军而能得贤者文武之士也。今徒取富人子上之，又无智略，如木偶人衣之绮绣耳，将柰之何？”於是赵禹悉召卫将军舍人百馀人，以次问之，得田仁、任安，曰：“独此两人可耳，馀无可用者。”卫将军见此两人贫，意不平。赵禹去，谓两人曰：“各自具鞍马新绛衣。”两人对曰：“家,dff7433990a37fb53550738b2e52fc8838ba3215
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4093,line,240,241,，又无智略，如木偶人衣之绮绣耳，将柰之何？”於是赵禹悉召卫将军舍人百馀人，以次问之，得田仁、任安，曰：“独此两人可耳，馀无可用者。”卫将军见此两人贫，意不平。赵禹去，谓两人曰：“各自具鞍马新绛衣。”两人对曰：“家贫无用具也。”将军怒曰：“今两君家自为贫，何为出此言？鞅鞅如有移德於我者，何也？”将军不得已，上籍以闻。有诏召,dff7433990a37fb53550738b2e52fc8838ba3215
GCI-HOLD-0003,黄帝,黄帝,FOUNDER/HOUSE/OFFICE,01史记.txt,4110,line,73,75,太仓公者，齐太仓长，临菑人也，姓淳于氏，名意。少而喜医方术。高后八年，更受师同郡元里公乘阳庆。庆年七十馀，无子，使意尽去其故方，更悉以禁方予之，传黄帝、扁鹊之脉书，五色诊病，知人死生，决嫌疑，定可治，及药论，甚精。受之三年，为人治病，决死生多验。然左右行游诸侯，不以家为家，或不为人治病，病家多怨之者。,f8f6900edf0b8777c69dd84f19dc79c1712187f8
GCI-HOLD-0003,黄帝,黄帝,FOUNDER/HOUSE/OFFICE,01史记.txt,4114,line,71,73,自意少时，喜医药，医药方试之多不验者。至高后八年，得见师临菑元里公乘阳庆。庆年七十馀，意得见事之。谓意曰：“尽去而方书，非是也。庆有古先道遗传黄帝、扁鹊之脉书，五色诊病，知人生死，决嫌疑，定可治，及药论书，甚精。我家给富，心爱公，欲尽以我禁方书悉教公。”臣意即曰：“幸甚，非意之所敢望也。”臣意即避席再拜谒,768cb3c7cc4250417a753d6c5e126d84752f2a50
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4147,line,62,63,问臣意曰：“吏民尝有事学意方，及毕尽得意方不？何县里人？”对曰：“临菑人宋邑。邑学，臣意教以五诊，岁馀。济北王遣太医高期、王禹学，臣意教以经脉高下及奇络结，当论俞所居，及气当上下出入邪正逆顺，以宜鑱石，定砭灸处，岁馀。菑川王时遣太仓马长冯信正方，臣意教以案法逆顺，论药法，定五味及和齐汤,ee25e49026f682b88ea5c4e15617b6676e54f4b3
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4233,line,262,263,伤大将军，大将军匿讳之。居无何，敢从上雍，至甘泉宫猎。骠骑将军去病与青有亲，射杀敢。去病时方贵幸，上讳云鹿触杀之。居岁馀，去病死。而敢有女为太子中人，爱幸，敢男禹有宠於太子，然好利，李氏陵迟衰微矣。,d348a15422d73bf175d321fa7b36f4f210723c6b
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4300,line,112,113,文而罔襃，忌讳之辞也。世俗之言匈奴者，患其徼一时之权，而务谄纳其说，以便偏指，不参彼己；将率席中国广大，气奋，人主因以决策，是以建功不深。尧虽贤，兴事业不成，得禹而九州宁。且欲兴圣统，唯在择任将相哉！唯在择任将相哉！,7d5a349c261a9ccf749ba47f50d9fe3116864798
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4379,line,101,102,民为始；富民之要，在於节俭。孝经曰‘安上治民，莫善於礼’。‘礼，与奢也宁俭’。昔者管仲相齐桓，霸诸侯，有九合一匡之功，而仲尼谓之不知礼，以其奢泰侈拟於君故也。夏禹卑宫室，恶衣服，后圣不循。由此言之，治之盛也，德优矣，莫高於俭。俭化俗民，则尊卑之序得，而骨肉之恩亲，争讼之原息。斯乃家给人足，刑错之本也欤？可不务哉！夫三公者,8e9ad562e3336ad74ce1d9c5dc43cc7e9d4f2f7b
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4380,line,209,210,於奴仆，日磾出於降虏，斯亦曩时版筑饭牛之朋矣。汉之得人，於兹为盛。儒雅则公孙弘、董仲舒、儿宽，笃行则石建、石庆，质直则汲黯、卜式，推贤则韩安国、郑当时，定令则赵禹、张汤，文章则司马迁、相如，滑稽则东方朔、枚皋，应对则严助、朱买臣，历数则唐都、落下闳，协律则李延年，运筹则桑弘羊，奉使则张骞、苏武，将帅则卫青、霍去病，受遗则,60efd27c44ebe9ca8a4d9ed7e95521c624d83d6b
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4409,line,82,83,公曰：越虽蛮夷，其先岂尝有大功德於民哉，何其久也！历数代常为君王，句践一称伯。然馀善至大逆，灭国迁众，其先苗裔繇王居股等犹尚封为万户侯，由此知越世世为公侯矣。盖禹之馀烈也。,83c7eb017fda7e4c67af9768562c4098ca5de8ee
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4447,line,298,299,游孟诸，邪与肃慎为邻，右以汤谷为界，秋田乎青丘，傍徨乎海外，吞若云梦者八九，其於胸中曾不蒂芥。若乃俶傥瑰伟，异方殊类，珍怪鸟兽，万端鳞萃，充仞其中者，不可胜记，禹不能名，契不能计。然在诸侯之位，不敢言游戏之乐，苑囿之大；先生又见客，是以王辞而不复，何为无用应哉！”,002b299b1c560f3800622be17cd9736af7b37065
GCI-HOLD-0003,应龙,应龙,DEITY/HOLDER?,01史记.txt,4490,line,130,132,而上浮。建格泽之长竿兮，总光耀之采旄。垂旬始以为幓兮，抴彗星而为髾。掉指桥以偃蹇兮，又旖旎以招摇。揽欃枪以为旌兮，靡屈虹而为绸。红杳渺以眩湣兮，猋风涌而云浮。驾应龙象舆之蠖略逶丽兮，骖赤螭青虬之《虫幽>蟉蜿蜒。低卬夭蟜据以骄骜兮，诎折隆穷蠼以连卷。沛艾赳螑仡以佁儗兮，放散畔岸骧以孱颜。跮踱輵辖容以委丽兮，绸缪偃蹇怵■以梁倚,0c3844e8da928988d76c793c5c61071d7b8197f5
GCI-HOLD-0003,风伯,风伯,OFFICE/DEITY,01史记.txt,4492,line,164,166,之崛礨嵬《石睘>。遍览八纮而观四荒兮，朅渡九江而越五河。经营炎火而浮弱水兮，杭绝浮渚而涉流沙。奄息总极氾滥水嬉兮，使灵娲鼓瑟而舞冯夷。时若薆薆将混浊兮，召屏翳诛风伯而刑雨师。西望昆仑之轧沕洸忽兮，直径驰乎三危。排阊阖而入帝宫兮，载玉女而与之归。舒阆风而摇集兮，亢乌腾而一止。低回阴山翔以纡曲兮，吾乃今目睹西王母皬然白首。载胜,d9e1d3ca309aa1dafce42d3829ef8ec61cf7945f
GCI-HOLD-0003,雨师,雨师,OFFICE/DEITY,01史记.txt,4492,line,168,170,《石睘>。遍览八纮而观四荒兮，朅渡九江而越五河。经营炎火而浮弱水兮，杭绝浮渚而涉流沙。奄息总极氾滥水嬉兮，使灵娲鼓瑟而舞冯夷。时若薆薆将混浊兮，召屏翳诛风伯而刑雨师。西望昆仑之轧沕洸忽兮，直径驰乎三危。排阊阖而入帝宫兮，载玉女而与之归。舒阆风而摇集兮，亢乌腾而一止。低回阴山翔以纡曲兮，吾乃今目睹西王母皬然白首。载胜而穴处兮,d9e1d3ca309aa1dafce42d3829ef8ec61cf7945f
GCI-HOLD-0003,黄帝,轩辕,HOLDER/NAME,01史记.txt,4497,line,0,2,轩辕之前，遐哉邈乎，其详不可得闻也。五三六经载籍之传，维见可观也。书曰“元首明哉，股肱良哉”。因斯以谈，君莫盛於唐尧，臣莫贤於后稷。后稷创业於唐，公刘发迹於西戎，文,726a523ec8f0f696182d79b6cf2b7fedb8a183ff
GCI-HOLD-0003,后土,后土,OFFICE/DEITY/HOLDER,01史记.txt,4507,line,13,15,司马相如既卒五岁，天子始祭后土。八年而遂先礼中岳，封于太山，至梁父禅肃然。,99a22bb4193ae6ccc81c5e81f093c4b00643d801
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4618,line,1,2,赵禹者，斄人。以佐史补中都官，用廉为令史，事太尉亚夫。亚夫为丞相，禹为丞相史，府中皆称其廉平。然亚夫弗任，曰：“极知禹无害，然文深，不可以居大府。”今上时，禹以刀笔,5b9eb641487d6022ad7e9b9da7a57d743b2c9dbd
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4618,line,33,34,赵禹者，斄人。以佐史补中都官，用廉为令史，事太尉亚夫。亚夫为丞相，禹为丞相史，府中皆称其廉平。然亚夫弗任，曰：“极知禹无害，然文深，不可以居大府。”今上时，禹以刀笔吏积劳，稍迁为御史。上以为能，至太中大夫。与张汤论定诸律令，作见,5b9eb641487d6022ad7e9b9da7a57d743b2c9dbd
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4618,line,58,59,赵禹者，斄人。以佐史补中都官，用廉为令史，事太尉亚夫。亚夫为丞相，禹为丞相史，府中皆称其廉平。然亚夫弗任，曰：“极知禹无害，然文深，不可以居大府。”今上时，禹以刀笔吏积劳，稍迁为御史。上以为能，至太中大夫。与张汤论定诸律令，作见知，吏传得相监司。用法益刻，盖自此始。,5b9eb641487d6022ad7e9b9da7a57d743b2c9dbd
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4618,line,78,79,赵禹者，斄人。以佐史补中都官，用廉为令史，事太尉亚夫。亚夫为丞相，禹为丞相史，府中皆称其廉平。然亚夫弗任，曰：“极知禹无害，然文深，不可以居大府。”今上时，禹以刀笔吏积劳，稍迁为御史。上以为能，至太中大夫。与张汤论定诸律令，作见知，吏传得相监司。用法益刻，盖自此始。,5b9eb641487d6022ad7e9b9da7a57d743b2c9dbd
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4621,line,56,57,武安侯为丞相，徵汤为史，时荐言之天子，补御史，使案事。治陈皇后蛊狱，深竟党与。於是上以为能，稍迁至太中大夫。与赵禹共定诸律令，务在深文，拘守职之吏。已而赵禹迁为中尉，徙为少府，而张汤为廷尉，两人交驩，而兄事禹。禹为人廉倨。为吏以来，舍毋食客。公卿相造请禹，禹终不报谢，务在绝,50610ced5063d6f6f97d8d58756ffbf02f468eac
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4621,line,77,78,武安侯为丞相，徵汤为史，时荐言之天子，补御史，使案事。治陈皇后蛊狱，深竟党与。於是上以为能，稍迁至太中大夫。与赵禹共定诸律令，务在深文，拘守职之吏。已而赵禹迁为中尉，徙为少府，而张汤为廷尉，两人交驩，而兄事禹。禹为人廉倨。为吏以来，舍毋食客。公卿相造请禹，禹终不报谢，务在绝知友宾客之请，孤立行一意而已。见文法辄取，,50610ced5063d6f6f97d8d58756ffbf02f468eac
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4621,line,103,104,使案事。治陈皇后蛊狱，深竟党与。於是上以为能，稍迁至太中大夫。与赵禹共定诸律令，务在深文，拘守职之吏。已而赵禹迁为中尉，徙为少府，而张汤为廷尉，两人交驩，而兄事禹。禹为人廉倨。为吏以来，舍毋食客。公卿相造请禹，禹终不报谢，务在绝知友宾客之请，孤立行一意而已。见文法辄取，亦不覆案，求官属阴罪。汤为人多诈，舞智以御人。始为小,50610ced5063d6f6f97d8d58756ffbf02f468eac
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4621,line,105,106,事。治陈皇后蛊狱，深竟党与。於是上以为能，稍迁至太中大夫。与赵禹共定诸律令，务在深文，拘守职之吏。已而赵禹迁为中尉，徙为少府，而张汤为廷尉，两人交驩，而兄事禹。禹为人廉倨。为吏以来，舍毋食客。公卿相造请禹，禹终不报谢，务在绝知友宾客之请，孤立行一意而已。见文法辄取，亦不覆案，求官属阴罪。汤为人多诈，舞智以御人。始为小吏，,50610ced5063d6f6f97d8d58756ffbf02f468eac
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4621,line,126,127,稍迁至太中大夫。与赵禹共定诸律令，务在深文，拘守职之吏。已而赵禹迁为中尉，徙为少府，而张汤为廷尉，两人交驩，而兄事禹。禹为人廉倨。为吏以来，舍毋食客。公卿相造请禹，禹终不报谢，务在绝知友宾客之请，孤立行一意而已。见文法辄取，亦不覆案，求官属阴罪。汤为人多诈，舞智以御人。始为小吏，乾没，与长安富贾田甲、鱼翁叔之属交私。及列,50610ced5063d6f6f97d8d58756ffbf02f468eac
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4621,line,128,129,至太中大夫。与赵禹共定诸律令，务在深文，拘守职之吏。已而赵禹迁为中尉，徙为少府，而张汤为廷尉，两人交驩，而兄事禹。禹为人廉倨。为吏以来，舍毋食客。公卿相造请禹，禹终不报谢，务在绝知友宾客之请，孤立行一意而已。见文法辄取，亦不覆案，求官属阴罪。汤为人多诈，舞智以御人。始为小吏，乾没，与长安富贾田甲、鱼翁叔之属交私。及列九卿,50610ced5063d6f6f97d8d58756ffbf02f468eac
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4628,line,402,403,人辄先知之，益居其物，是类有以吾谋告之者。”汤不谢。汤又详惊曰：“固宜有。”减宣亦奏谒居等事。天子果以汤怀诈面欺，使使八辈簿责汤。汤具自道无此，不服。於是上使赵禹责汤。禹至，让汤曰：“君何不知分也。君所治夷灭者几何人矣？今人言君皆有状，天子重致君狱，欲令君自为计，何多以对簿为？”汤乃为书谢曰：“汤无尺寸功，起刀笔吏，陛下,b1e70c707c320e766e7482803256df089ba7efa8
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4628,line,406,407,之，益居其物，是类有以吾谋告之者。”汤不谢。汤又详惊曰：“固宜有。”减宣亦奏谒居等事。天子果以汤怀诈面欺，使使八辈簿责汤。汤具自道无此，不服。於是上使赵禹责汤。禹至，让汤曰：“君何不知分也。君所治夷灭者几何人矣？今人言君皆有状，天子重致君狱，欲令君自为计，何多以对簿为？”汤乃为书谢曰：“汤无尺寸功，起刀笔吏，陛下幸致为三,b1e70c707c320e766e7482803256df089ba7efa8
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4630,line,1,2,赵禹中废，已而为廷尉。始条侯以为禹贼深，弗任。及禹为少府，比九卿。禹酷急，至晚节，事益多，吏务为严峻，而禹治加缓，而名为平。王温舒等后起，治酷於禹。禹以老，徙为燕相,ebb2567cdd760626036400a877117c4d33bca1c0
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4630,line,16,17,赵禹中废，已而为廷尉。始条侯以为禹贼深，弗任。及禹为少府，比九卿。禹酷急，至晚节，事益多，吏务为严峻，而禹治加缓，而名为平。王温舒等后起，治酷於禹。禹以老，徙为燕相。数岁，乱悖有罪，免归。后汤十,ebb2567cdd760626036400a877117c4d33bca1c0
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4630,line,24,25,赵禹中废，已而为廷尉。始条侯以为禹贼深，弗任。及禹为少府，比九卿。禹酷急，至晚节，事益多，吏务为严峻，而禹治加缓，而名为平。王温舒等后起，治酷於禹。禹以老，徙为燕相。数岁，乱悖有罪，免归。后汤十馀年，以寿卒于家,ebb2567cdd760626036400a877117c4d33bca1c0
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4630,line,33,34,赵禹中废，已而为廷尉。始条侯以为禹贼深，弗任。及禹为少府，比九卿。禹酷急，至晚节，事益多，吏务为严峻，而禹治加缓，而名为平。王温舒等后起，治酷於禹。禹以老，徙为燕相。数岁，乱悖有罪，免归。后汤十馀年，以寿卒于家。,ebb2567cdd760626036400a877117c4d33bca1c0
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4630,line,52,53,赵禹中废，已而为廷尉。始条侯以为禹贼深，弗任。及禹为少府，比九卿。禹酷急，至晚节，事益多，吏务为严峻，而禹治加缓，而名为平。王温舒等后起，治酷於禹。禹以老，徙为燕相。数岁，乱悖有罪，免归。后汤十馀年，以寿卒于家。,ebb2567cdd760626036400a877117c4d33bca1c0
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4630,line,72,73,赵禹中废，已而为廷尉。始条侯以为禹贼深，弗任。及禹为少府，比九卿。禹酷急，至晚节，事益多，吏务为严峻，而禹治加缓，而名为平。王温舒等后起，治酷於禹。禹以老，徙为燕相。数岁，乱悖有罪，免归。后汤十馀年，以寿卒于家。,ebb2567cdd760626036400a877117c4d33bca1c0
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4630,line,74,75,赵禹中废，已而为廷尉。始条侯以为禹贼深，弗任。及禹为少府，比九卿。禹酷急，至晚节，事益多，吏务为严峻，而禹治加缓，而名为平。王温舒等后起，治酷於禹。禹以老，徙为燕相。数岁，乱悖有罪，免归。后汤十馀年，以寿卒于家。,ebb2567cdd760626036400a877117c4d33bca1c0
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4633,line,3,4,是时赵禹、张汤以深刻为九卿矣，然其治尚宽，辅法而行，而纵以鹰击毛挚为治。后会五铢钱白金起，民为奸，京师尤甚，乃以纵为右内史，王温舒为中尉。温舒至恶，其所为不先言纵，纵必,e63750133bb6e51612090f3a83f4a14edcc0ff0d
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4648,line,66,67,太史公曰：自郅都、杜周十人者，此皆以酷烈为声。然郅都伉直，引是非，争天下大体。张汤以知阴阳，人主与俱上下，时数辩当否，国家赖其便。赵禹时据法守正。杜周从谀，以少言为重。自张汤死后，网密，多诋严，官事浸以秏废。九卿碌碌奉其官，救过不赡，何暇论绳墨之外乎！然此十人中，其廉者足以为仪表，其污者足以为,362d80d9774c7f705d280729bdc3e09479bced61
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4687,line,5,6,太史公曰：禹本纪言“河出昆仑。昆仑其高二千五百馀里，日月所相避隐为光明也。其上有醴泉、瑶池”。今自张骞使大夏之后也，穷河源，恶睹本纪所谓昆仑者乎？故言九州山川，尚书近之矣。,da02e7b1b95ee8259ba03885f5e62848ec5c66c8
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4687,line,87,88,纪言“河出昆仑。昆仑其高二千五百馀里，日月所相避隐为光明也。其上有醴泉、瑶池”。今自张骞使大夏之后也，穷河源，恶睹本纪所谓昆仑者乎？故言九州山川，尚书近之矣。至禹本纪、山海经所有怪物，余不敢言之也。,da02e7b1b95ee8259ba03885f5e62848ec5c66c8
GCI-HOLD-0003,黄帝,黄帝,FOUNDER/HOUSE/OFFICE,01史记.txt,4766,line,135,137,好解妇来卜，对之颜色严振，未尝见齿而笑也。从古以来，贤者避世，有居止舞泽者，有居民间闭口不言，有隐居卜筮间以全身者。夫司马季主者，楚贤大夫，游学长安，通易经，术黄帝、老子，博闻远见。观其对二大夫贵人之谈言，称引古明王圣人道，固非浅闻小数之能。及卜筮立名声千里者，各往往而在。传曰：“富为上，贵次之；既贵各各学一伎能立其身。”,455c07d31fb12bcf035d570d8b84c33c638e458b
GCI-HOLD-0003,黄帝,黄帝,FOUNDER/HOUSE/OFFICE,01史记.txt,4773,line,68,70,夫摓策定数，灼龟观兆，变化无穷，是以择贤而用占焉，可谓圣人重事者乎！周公卜三龟，而武王有瘳。纣为暴虐，而元龟不占。晋文将定襄王之位，卜得黄帝之兆，卒受彤弓之命。献公贪骊姬之色，卜而兆有口象，其祸竟流五世。楚灵将背周室，卜而龟逆，终被乾谿之败。兆应信诚於内，而时人明察见之於外，可不谓两合者哉！君子谓夫,c13ad05a49edbeb816b9b136e4b4a77586a2b82b
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4792,line,163,164,，至身而挛；当时不利，又焉事贤！贤者有恒常，士有適然。是故明有所不见，听有所不闻；人虽贤，不能左画方，右画圆；日月之明，而时蔽於浮云。羿名善射，不如雄渠、蜂门；禹名为辩智，而不能胜鬼神。地柱折，天故毋椽，又柰何责人於全？孔子闻之曰：“神龟知吉凶，而骨直空枯。日为德而君於天下，辱於三足之乌。月为刑而相佐，见食於虾蟆。猬辱於,f197b89a5d99878430b42fa3841c2c7597492d5c
GCI-HOLD-0003,神农,神农,HOLDER/HOUSE/TITLE,01史记.txt,4871,line,6,8,太史公曰：夫神农以前，吾不知已。至若诗书所述虞夏以来，耳目欲极声色之好，口欲穷刍豢之味，身安逸乐，而心夸矜埶能之荣。使俗之渐民久矣，虽户说以眇论，终不能化。故善者因之，其次利道,1d78950da2a57886204ae88b9c284e60e0a71fca
GCI-HOLD-0003,颛顼,颛顼,HOLDER/HOUSE,01史记.txt,4914,line,2,4,昔在颛顼，命南正重以司天，北正黎以司地。唐虞之际，绍重黎之后，使复典之，至于夏商，故重黎氏世序天地。其在周，程伯休甫其后也。当周宣王时，失其守而为司马氏。司马氏世典周史,421612ea330ba375a44a8a443280a3baec6aa508
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4925,line,34,35,迁生龙门，耕牧河山之阳。年十岁则诵古文。二十而南游江、淮，上会稽，探禹穴，闚九疑，浮於沅、湘；北涉汶、泗，讲业齐、鲁之都，观孔子之遗风，乡射邹、峄；戹困鄱、薛、彭城，过梁、楚以归。於是迁仕为郎中，奉使西征巴、蜀以南，南略邛、笮、昆,5aeea1d1f61f2a390a962bbb9ca32fb2119aeeee
GCI-HOLD-0003,黄帝,黄帝,FOUNDER/HOUSE/OFFICE,01史记.txt,4932,line,204,206,；不韦迁蜀，世传吕览；韩非囚秦，说难、孤愤；诗三百篇，大抵贤圣发愤之所为作也。此人皆意有所郁结，不得通其道也，故述往事，思来者。”於是卒述陶唐以来，至于麟止，自黄帝始。,95f5de0e3392d927c72e54397a677e5cb8d3212e
GCI-HOLD-0003,黄帝,黄帝,FOUNDER/HOUSE/OFFICE,01史记.txt,4933,line,2,4,维昔黄帝，法天则地，四圣遵序，各成法度；唐尧逊位，虞舜不台；厥美帝功，万世载之。作五帝本纪第一。,c566f04d4fe7dd151af9665710735e1ab79d4561
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4934,line,1,2,维禹之功，九州攸同，光唐虞际，德流苗裔；夏桀淫骄，乃放鸣条。作夏本纪第二。,cd36a0b5d279424f039cbdc972362c20cc685279
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4937,line,8,9,维秦之先，伯翳佐禹；穆公思义，悼豪之旅；以人为殉，诗歌黄鸟；昭襄业帝。作秦本纪第五。,be33e33f5770d06699103911d3aeb341a943d866
GCI-HOLD-0003,黄帝,黄帝,FOUNDER/HOUSE/OFFICE,01史记.txt,4957,line,10,12,非兵不彊，非德不昌，黄帝、汤、武以兴，桀、纣、二世以崩，可不慎欤？司马法所从来尚矣，太公、孙、吴、王子能绍而明之，切近世，极人变。作律书第三。,dae27c30034a089b5ac083c04be0551969c7ee48
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4961,line,1,2,维禹浚川，九州攸宁；爰及宣防，决渎通沟。作河渠书第七。,66a542d10cca660da6f00652cf6a8e4a8d4567c7
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4968,line,6,7,王后不绝，舜禹是说；维德休明，苗裔蒙烈。百世享祀，爰周陈杞，楚实灭之。齐田既起，舜何人哉？作陈杞世家第六。,1383f8348e409ac880bec992b570a709b03cc0e7
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,4973,line,26,27,少康之子，实宾南海，文身断发，鼋鳝与处，既守封禺，奉禹之祀。句践困彼，乃用种、蠡。嘉句践夷蛮能脩其德，灭彊吴以尊周室，作越王句践世家第十一。,2d476dd089fd5f39d4d021042261d586dec29233
GCI-HOLD-0003,黄帝,轩辕,HOLDER/NAME,01史记.txt,5062,line,241,243,斯事，显於唐虞，至于周，复典之，故司马氏世主天官。至於余乎，钦念哉！钦念哉！”罔罗天下放失旧闻，王迹所兴，原始察终，见盛观衰，论考之行事，略推三代，录秦汉，上记轩辕，下至于兹，著十二本纪，既科条之矣。并时异世，年差不明，作十表。礼乐损益，律历改易，兵权山川鬼神，天人之际，承敝通变，作八书。二十八宿环北辰，三十辐共一毂，运行,f2aa446fe52f23feb52e330f8be1ee205436399e
GCI-HOLD-0003,黄帝,黄帝,FOUNDER/HOUSE/OFFICE,01史记.txt,5063,line,8,10,太史公曰：余述历黄帝以来至太初而讫，百三十篇。,ac95c64b4a553369f667b42e3ef140f6ce9bdb31
GCI-HOLD-0003,炎帝,赤帝,POSSIBLE_ALIAS/OFFICE,02汉书.txt,10,line,206,208,蛇。蛇分为两，道开。行数里，醉困卧。后人来至蛇所，有一老妪夜哭。人问妪何哭，妪曰：“人杀吾子。”人曰：“妪子何为见杀？”妪曰：“吾子，白帝子也，化为蛇当道，今者赤帝子斩之，故哭。”人乃以妪为不诚，欲苦之，妪因忽不见。后人至，高祖觉。告高祖，高祖乃心独喜，自负。诸从者日益畏之。,67f054b87dd4c3069544bed5d3240652089edaf0
